Attore,Biografia;;
"Ursula Corbero,""Úrsula Corberó Delgado (Sant Pere de Vilamajor, 11 agosto 1989) è un'attrice spagnola.Ha raggiunto la fama internazionale nel 2017 grazie all'interpretazione di Tokyo nella serie televisiva La casa di carta.Nata a Barcellona, in Spagna, l'11 agosto 1989, sua madre si chiama Esther e ha una sorellastra di nome Mónica. All'età di 6 anni sapeva già che sarebbe voluta diventare un'attrice e ha iniziato a recitare in pubblicità. A tredici anni ha iniziato a studiare dizione. Dopo gli studi si è trasferita a Madrid per girare la serie TV Fisica o chimica.La sua prima apparizione risale al 2002, nella serie Mirall trencat. Partecipa, tra il 2005 e il 2006, alla serie Ventdelplá. Deve la sua fama alla serie Fisica o chimica e al ruolo di Ruth, che interpreta dal 2008 al 2010. Nel 2011 è nel cast di La República, spin-off di La Señora, entrambe su La 1. Nel 2014 ha preso parte alla serie tv Isabel, nei panni di Margherita d'Asburgo. Nel 2015 è nel cast della fiction La dama velata, in cui interpreta Anita. Il regista di Isabel, Jordi Frades, ha diretto, nel 2016, il film sequel della serie TV La corona partida in cui Úrsula ha reinterpretato il personaggio di Margherita d'Asburgo. Nel 2017, la sua carriera prende un punto di svolta con la serie La casa di carta in cui interpreta Tokyo. Grazie a questo ruolo, è stata nominata negli Premios Feroz e MIM Series come Migliore Attrice. Al cinema è apparsa nei film horror Paranormal Xperience 3D e Afterparty. Nel 2013 recita nella commedia Quien Mato a Bambi? con gli attori Quim Gutiérrez e Clara Lago. Nel 2015 interpreta Nadia nella commedia romantica Sognando il nord, il più grande successo dell'anno. I diritti del film sono stati acquisiti da Netflix. Nello stesso anno, l'attrice ottiene il suo primo ruolo da protagonista al cinema grazie a Manuela Moreno, nella commedia Como Sobrevivir a una Despedida?.Nel 2017 Úrsula è diretta da Isabel Coixet nel film Proyecto Tiempo: La Llave e dal regista Julio Medem nel thriller El Arbol de la Sangre, in cui interpreta Rebecca, una donna particolare che, con suo marito (interpretato da Alvaro Cervantes), parte alla ricerca dei segreti della sua famiglia. Nello stesso anno interpreta Tokyo nella serie televisiva La casa di carta, serie che le conferisce una fama internazionale.Dal 2008 al 2010 ha frequentato l'attore Israel Rodríguez. È stata fidanzata con l'attore argentino Chino Darín. Si considera apertamente una femminista.Nelle versioni in italiano dei suoi lavori, Úrsula Corberó è stata doppiata da:Altri progetti""";;
"Miquel Garcia Borda,""Miquel García Bordá (...) è un attore spagnolo.È conosciuto principalmente per il ruolo di Alberto Vicuña, ex marito dell'ispettrice Raquel Murillo nella serie televisiva La casa di carta, per El cor de la ciutat e Km.0 (2000). Tra il 2012 e il 2013 ha interpretato Roque Fresnedoso nella soap Il segreto.""";;
"Esther Acerbo,""Esther Acebo (Madrid, 19 gennaio 1983) è un'attrice spagnola, nota per aver interpretato Mónica Gaztambide e successivamente Stoccolma nella serie televisiva La casa di carta.Esther ha studiato Scienze dell'attività fisica e dello sport presso l'Università di Castiglia-La Mancia (2001-2005). Durante gli studi compie le prime lezioni di interpretazione. La sua prima opportunità è arrivata come ospite del programma per bambini Kosmi Club in Castilla-La Mancha 1. Dopo questo lavora per Non Stop People, un canale di Movistar +, anche come presentatrice.Ha continuato a lavorare come attrice e ha debuttato in televisione con la serie Ángel o Demonio, su Telecinco, e per il cinema ha recitato nel film di Ricardo Dávila, Los encantados 2, presentato in anteprima su Internet. Il 2 maggio 2017 è stata presentata La casa di carta, dove ha interpretato il ruolo di Monica Gaztambide, uno dei personaggi principali della serie.Altri progetti""";;
"Najwa Nimri,""Najwa Nimri Urrutikoetxea (Pamplona, 14 febbraio 1972) è un'attrice e cantautrice spagnola.Nasce a Pamplona, nella Navarra, il 14 febbraio del 1972 da padre giordano di religione cristiana, farmacista di professione, e da madre basca, anch'ella originaria della Navarra. Ha un fratello di nome Karim Nimri, un fratellastro di nome Andre Nimri e tre sorellastre di nome Sara Nimri, Nadia Nimri e Anita Elguezabal. Najwa ha anche un cugino che è un cantante di nome Alexander """"Antix"""" Nimier. Da bambina si trasferisce a Bilbao, nel quartiere Santutxu, e studia in un Ikastola. A undici anni i suoi genitori si separano e Najwa rimane a vivere con sua madre. Inizia a cercare il padre e alla fine scappa di casa, per poi venire ritrovata dall'Interpol. Una “ragazzata”, ecco come viene definita la sua fuga. Najwa ora vive a Madrid. Ha avuto una relazione con il regista Daniel Calparsoro, con il quale è stata sposata per cinque anni, dal 1995 al 2000. Najwa ha un figlio, Teo Nabil, nato nel 2004 e di cui rimane segreta l'identità del padre.Najwa ha studiato recitazione al Laboratorio di William Layton, cinque anni di danza classica alla John Beitia Academy e quattro anni nella scuola di musica Coral Lauro de Bilbao. I suoi primi passi nel mondo della musica sono stati come corista nel gruppo di musica soul Respect e come cantante nel gruppo jazz Clan Club, e successivamente, nel 1996, ha formato il gruppo Najwajean con Carlos Jean. È stata lanciata nel mondo dello spettacolo nel 1994, scoperta dall'agente artistica Katrina Bayonas, che l'ha selezionata nel suo programma Caras Nuevas (Nuove facce). Uno dei suoi primi lavori da attrice è stato con il cortometraggio Ni aquí ni ahora di Santiago Segura dove ha conosciuto Daniel Calparsoro. Il suo primo ruolo importante è stato nel 1995 come Alex in Salto al vacío, il primo film del regista Daniel Calparsoro. Grazie a questo ruolo ha vinto premi come il Premio per la migliore attrice al Festival di Ginevra (1995), il Premio per la migliore attrice al Festival di Mosca (1995), il Premio per la migliore attrice al Festival Premiers Plans D'Angers (1995), il Premio per la migliore attrice basca ai premi """"El Mundo"""" per il cinema basco (1995) e il premio per la migliore interpretazione femminile al Valencia Cinema Jove International Film Festival (1995). Nei due anni a venire ha recitato in altri due film diretti da Daniel Calparsoro, Pasajes (1996) e Morire a San Sebastian (1997).Il suo talento non è passato inosservato nemmeno agli occhi di registi del calibro di Alejandro Amenábar e Julio Medem, che l'hanno coinvolta in due film di grande successo";" Apri gli occhi (1997) di Alejandro Amenábar, al fianco di Penélope Cruz ed Eduardo Noriega, e Gli amanti del circolo polare di Julio Medem. Grazie alla sua eccellente interpretazione in quest'ultimo, dove ha interpretato il ruolo di Ana, ha ottenuto la sua prima candidatura al Premio Goya come “Miglior attrice protagonista” e ha vinto premi come il Premio per la migliore attrice al VII Premio """"El Mundo"""" per il cinema basco e il Premio Ondas per la migliore attrice. Nel 1998 ha pubblicato il primo album musicale con il gruppo Najwajean (con Carlos Jean) """"No Blood"""", che è stato accolto con entusiasmo dalla critica e dal pubblico. Il loro singolo Dead for You, pubblicato nel 2002 nell'album ChillOut Sessions, una compilation di vari artisti, è diventata anche la sigla del programma televisivo """"Versión Española"""" di Televisión Española.Nel 2000 si è unita al cast del film Prima che sia notte del pittore e regista Julian Schnabel, dove ha recitato al fianco di attori di successo come Javier Bardem, protagonista del film, e Johnny Depp e Sean Penn, due personaggi secondari. Nel 2001 ha recitato come protagonista nel film Asfalto, il suo ultimo ruolo in un film diretto da Daniel Calparsoro, per il quale ha preso parte anche alla realizzazione della colonna sonora con il gruppo Najwajean e in collaborazione con il musicista Nacho Mastretta, ottenendo la candidatura come """"miglior colonna sonora originale"""" ai Premio Goya del 2001. Nello stesso anno ha interpretato il ruolo di Elena in Lucia y el sexo, diretto da Julio Medem. Nel 2001 ha fatto il suo debutto come cantante solista con il lancio dell'album """"Carefully"""". Nel 2002, con Najwajean, è stata responsabile della colonna sonora del film Guerreros di Daniel Calparsoro. Sempre in quell'anno ha recitato in Piedras di Ramón Salazar, la cui interpretazione di Leire le è valsa un premio al Toulouse Cinespaña Film Festival (2002). Non è stato l'unico successo del 2002, durante il quale non solo ha continuato ad affermarsi sempre di più come attrice, ma ha anche pubblicato una raccolta delle sue canzoni con Carlos Jean intitolata Najwajean: Selection.Nel 2003 ha ottenuto un ruolo da protagonista in Utopía di María Ripoll, dove si è occupata anche della colonna sonora. Nel 2004 ha recitato nel film Agents secrets diretto da Frédéric Schoendoerffer, al fianco di attori affermati come Vincent Cassel e Mónica Bellucci. Sempre nel 2003 ha pubblicato un nuovo album da solista intitolato Mayday, elogiata dalla critica per la sua capacità di seduzione come cantante. Ha recitato in 20 centimetri (2005), diretto da Ramón Salazar, per la quale ha anche cantato due canzoni della colonna sonora del film. Nel 2006 ha pubblicato il suo terzo album da solista, Walkabout. Nel 2007 ha recitato nei film Mataharis di Icíar Bollaín e Oviedo Express di Gonzalo Suárez. Ha interpretato il personaggio di Isabel la Católica nel film También la lluvia di Icíar Bollaín (2010) e il personaggio di Edurne apparso brevemente in Habitación en Roma di Julio Medem (2010). Nel 2010 ha pubblicato El Último Primate, il primo album in cui l'artista canta in spagnolo. Nella terza settimana del febbraio del 2014 è stata protagonista della copertina della rivista Interviú. Nello stesso anno si è riunita con Carlos Jean nel mese di giugno per un concerto alla Giornata della Musica al centro artistico Matadero Madrid, decidendo in seguito di tornare insieme sul palco nel 2015 e pubblicando un nuovo album, Bonzo.Nel 2015 debutta in televisione con il ruolo di Zulema Zahir, la principale antagonista e in seguito protagonista della serie Vis a vis - Il prezzo del riscatto, prodotta da Globomedia per Antena 3, nelle sue prime due stagioni, e per FOX Spagna, nelle sue ultime due. Nel 2016 mette su uno spettacolo teatrale, Drac Pack, un musical che ha scritto insieme Emilio Tomé e Carlos Dorrego ed è stato poi diretto da Fernando Soto. In Drac Pack Najwa si è occupata anche della direzione musicale ed è salita sul palco anche come attrice, di nuovo al fianco di Alba Flores, sua collega sul set di Vis a vis - Il prezzo del riscatto. È stata nominata alla 33ª edizione dei Goya Awards per la """"migliore attrice"""" in Chi canterà per te (2018), regia di Carlos Vermunt. Nel 2018 ha anche recitato nel film L'albero del sangue di Julio Medem. Nel 2019 si è unita al cast della fortunata serie La casa di carta (Netflix) dove interpreta l'ispettrice poliziotta Alicia Sierra. Nello stesso anno è stata scelta per incidere una canzone della colonna sonora del film """"Dumbo"""" diretto da Tim Burton, remake dell'omonimo Disney, """"Hijo del corazón"""", inserita nei titoli di coda dell'edizione spagnola. Nel 2020 è tornata nei panni di Zulema Zahir in Vis a vis - L'Oasis, spin-off di Vis a vis - Il prezzo del riscatto, con Maggie Civantos. Ha doppiato Kate Laswell nel videogioco del 2019, Call of Duty: Modern Warfare.ex aequo con Maggie Civantos, Berta Vázquez, Alba Flores, Inma Cuevas e María Isabel Díaz LagoApri gli occhiNelle versioni in italiano delle opere in cui ha recitato, Najwa Nimri è stata doppiata da:Altri progetti""";
"Miguel Herran,""Miguel Garcia Herrán (Malaga, 25 aprile 1996) è un attore spagnolo, noto per aver vinto il premio Goya nel 2016 come miglior attore rivelazione per la sua interpretazione nel film A cambio de nada. È noto anche per essere uno dei protagonisti delle serie televisive La casa di carta ed Élite, entrambe distribuite su Netflix.È cresciuto nel quartiere di Madrid di Chamberí. È stato scoperto dall'attore e regista Daniel Guzmán quando stava facendo un casting. Nel 2015 viene scelto dallo stesso regista come protagonista del film A cambio de nada. Contemporaneamente al film, Miguel ha studiato un anno al William Layton Laboratory e sta terminando gli studi alla Central de Cine di Madrid, lo stesso luogo in cui Daniel Guzman ha studiato.Nel 2016 vince il premio Goya come miglior attore rivelazione nel film di Guzman. Nello stesso anno prese parte al cast di due film. Ha un piccolo ruolo in Il guardiano invisibile, nel film 1898: Los últimos de Filipinas. Nel 2017 partecipa al cast de La casa di carta, in cui interpreta il ruolo di Rio, un esperto informatico, uno dei coprotagonisti della serie tv. Nel 2018 Netflix lo annuncia come membro del cast di Élite, la sua seconda serie originale in Spagna.Altri progetti""";;
"Alvaro Morte,""Álvaro Antonio García Morte (Algeciras, 23 febbraio 1975) è un attore spagnolo.Álvaro Morte ha lavorato in Finlandia come professore ed esperto di Shakespeare e del teatro elisabettiano. Nel 2012 ha fondato la compagnia teatrale 300 Pistolas ed ha iniziato a dirigere rappresentazioni teatrali come El lazarillo de Tormes, La casa di Bernarda Alba o El perro del hortelano. È noto principalmente per i suoi ruoli nelle serie televisive, soprattutto per Lucas Moliner in Il segreto e Sergio """"il Professore"""" Marquina in La casa di carta.È sposato con la stilista Blanca Clemente. Nel 2014 i due hanno avuto due gemelli, Julieta e Leon.Nelle versioni in italiano delle opere in cui ha recitato, Álvaro Morte è stato doppiato da:Altri progetti""";;
"Juan Fernandez,""Juan Fernández (Siviglia, 11 agosto 1957) è un attore spagnolo.Nel corso della sua carriera ha partecipato a diverse pellicole cinematografiche nonché a varie fiction televisive spagnole. Tra queste: il telefilm RIS Científica, versione spagnola di R.I.S. - Delitti imperfetti"; il telefilm Los Serrano, versione spagnola de I Cesaroni;" il telefilm Los misterios de Laura, versione spagnola de I misteri di Laura.Nel telefilm poliziesco El comisario ha partecipato a dei singoli episodi, interpretando di volta in volta un personaggio diverso, implicato nel giallo da risolvere in quell'episodio. Ha inoltre partecipato a Diario de un skin, un TV movie che tratta il tema del neonazismo. Dal 2010 al 2014, ha interpretato il co-protagonista Antonio Lobo nella serie televisiva spagnola Tierra de Lobos - L'amore e il coraggio (titolo originale: Tierra de Lobos), distribuita in diversi Paesi. Nel 2017 appare nella serie televisiva la Casa di Carta.La mala educación, P. Almodóvar (2004)"""
"Rodrigo de la Serna,""Rodrigo de la Serna, all'anagrafe Lionel Rodrigo de la Serna Chevalier (Buenos Aires, 18 aprile 1976), è un attore argentino. È noto per il suo ruolo nel film I diari della motocicletta di Walter Salles, nonché per l'interpretazione di papa Francesco nel film biografico Chiamatemi Francesco - Il Papa della gente e per quella di Palermo nella serie televisiva spagnola La casa di carta, distribuita da Netflix.Nel 2004 ha vinto il Silver Condor al miglior attore e all'Independent Spirit Awards per la miglior performance di debutto per il film I diari della motocicletta, per la quale è stato candidato anche per il BAFTA al miglior attore non protagonista. Nel film ha interpretato il ruolo di Alberto Granado, il compagno di viaggio di Che Guevara durante il loro viaggio di 8 mesi attraverso il Sud America. Ha recitato in molte serie televisive argentine come Okupas, Sol Negro, Vulnerables, oltre a serie televisive spagnole come La casa di carta. De la Serna è stato scelto nel 2014 per interpretare il giovane Jorge Mario Bergoglio nel biopic diretto da Daniele Luchetti Chiamatemi Francesco - Il Papa della gente. Nel 2019 ha iniziato a recitare ne La casa di carta nel ruolo di """"Palermo"""", un membro della banda del Professore. Rodrigo de la Serna ha pure una grande passione per la musica e ha creato un suo gruppo musicale.Altri progetti""";;
"Alba Flores,""Alba González Villa Flores (Madrid, 27 ottobre 1986) è un'attrice spagnola.Alba Flores è l'unica figlia del musicista e compositore Antonio Flores e Ana Villa, una produttrice teatrale";" è anche nipote di Lola Flores, nipote dei cantanti Lolita Flores e Rosario Flores, cugina dell'attrice Elena Furiase. Nel corso della sua infanzia venne più volte discriminata e definita una """"zingara"""" a causa delle sue origini gitane come da lei raccontato in una recente intervista. Alba ha studiato interpretazione drammatica dall'età di tredici anni, con una formazione secondaria in pianoforte. Nella sua breve carriera sul palco, si è esibita in diversi ruoli, il più importante di questi in Luna de miel en Hiroshima (Honeymoon in Hiroshima, 2005) e la versione gitana di Sogno di una notte di mezza estate.Nel 2005 Alba ha fatto il suo debutto cinematografico con El Calentito di Chus Gutiérrez, con Verónica Sánchez, Ruth Díaz, Macarena Gómez, Estíbaliz Gabilondo e Lluvia Rojo tra gli altri artisti. In televisione, ha partecipato per la prima volta a un episodio della serie El Comisario nel 2006. Nel 2008, ha ottenuto un ruolo nella serie di Antena 3 El síndrome de Ulises, e si è esibita nella produzione musicale di Enamorados anónimos.A partire dal 2013, è stata scelta per interpretare il ruolo della protagonista marocchina Jamila nella serie di Antena 3 Il tempo del coraggio e dell'amore, ambientata in Spagna e nei protettorati del nord del Marocco, in seguito alla guerra civile spagnola. Questa è stata seguita da un'apparizione nella serie di TVE Cuéntame cómo pasó come testimone importante in un complotto riguardante la polizia corrotta. Nel 2015 è entrata a far parte della serie Vis a vis - Il prezzo del riscatto, dove interpreta Saray Vargas, una ragazza gitana che deve affrontare una condanna a cinque anni di carcere. Dal 2017 è entrata nel cast principale de La casa di carta, una delle serie più acclamate degli ultimi anni in cui interpreta la rapinatrice Nairobi.Nelle versioni in italiano delle opere in cui ha recitato, Alba Flores è stata doppiata da:Altri progetti""";
"Paco Tous,""Paco Tous (Siviglia, 1º maggio 1964) è un attore spagnolo, cresciuto a El Puerto de Santa María.Legato nei suoi inizi al teatro (all'Istituto del Teatro di Siviglia), è membro fondatore della compagnia Los Ulen, nata alla fine degli anni ottanta e diventata una delle compagnie andaluse di maggior prestigio. Ha lavorato diversi anni anche come attore di animazione dal vivo nel parco a tema Isla Mágica di Siviglia.Figura popolare della televisione in Spagna per il suo personaggio nella serie Los hombres de Paco, per cui fu anche nominato nel 2007 come miglior protagonista maschile di una serie televisiva, nel 2008 partecipò nello speciale natalizio de La familia Mata. Nel 2017 è coprotagonista della serie prodotta da Antena 3 e distribuita in Italia da Netflix, La casa di carta, dove interpreta il ruolo di Mosca, uno dei rapinatori.L'attore ha due figli, un maschio e una femmina.Altri progetti""";;
"Luka Peros,""Luka Peroš (Zagabria, 28 ottobre 1976) è un attore croato.Ha vissuto a Zagabria, Vienna, Abu Dhabi, Boston e Los Angeles. Attualmente è residente a Barcellona, dove continua la sua carriera di attore in Spagna e in Europa. Si è laureato all'Emerson College nel 2000 con un BFA in Performing Arts, recitazione maggiore. Ha lavorato al Teatro Nazionale Croato di Fiume e al Teatro delle marionette di Zagabria. Luka ha una vasta esperienza nel lavoro di voice over oltre a funzioni di burattinaio.L'attore è il doppiatore di se stesso nelle versioni italiana, inglese, francese, portoghese, turca e tedesca, oltre alla lingua originale spagnola de La casa di carta.""";;
"Belen Cuesta,""Belén Cuesta Llamas (Siviglia, 24 gennaio 1984) è un'attrice spagnola, vincitrice del premio Goya alla migliore attrice protagonista 2020.Altri progetti""";;
"Itziar Ituno,""Itziar Ituño Martínez (Basauri, 18 giugno 1974) è un'attrice spagnola.Nel 2014 ha recitato nel film Loreak, fra i cinque selezionati per rappresentare la Spagna agli Oscar di quell’anno, ed ha raggiunto la fama internazionale nel 2017 con il ruolo dell'ispettrice Raquel Murillo nella serie televisiva spagnola La casa di carta, diffusa in tutto il mondo tramite Netflix e premiata con un International Emmy Award. È stata inoltre protagonista per molti anni di Goenkale, la più longeva telenovela prodotta dalla televisione ufficiale dei Paesi Baschi.Itziar Ituño è nata a Basauri, il 18 giugno 1974. Ha studiato recitazione presso la Escuela de Teatro de Basauri, e frequentato anche il corso di laurea in sociologia. Anche se la sua lingua madre è il castigliano, parla correntemente il basco. Impegnata in lotte civili e politiche, è stata oggetto di critiche a seguito delle sue dichiarate simpatie per l'autonomia del Paese Basco.Il suo primo lavoro in televisione è stato il film Agur Olentzero nel 1997. Nel 2002 ha iniziato a lavorare alla serie Goenkale, a quel tempo la più popolare nei Paesi Baschi. Nella telenovela interpreta il personaggio di Nekane Beitia, una ertzaina lesbica della città fittizia di Arralde. Itzar Ituño rimane nella serie fino al 2015, anno in cui la telenovela finisce a causa del suo basso ascolto. Il ruolo di Nekane dà a Ituño una grande popolarità in Euskadi.Itziar Ituño comincia a farsi conoscere ancora di più per i suoi ruoli nei film Loreak e Igelak, usciti rispettivamente nel 2015 e nel 2016. Nel 2017 i suoi lavori vanno oltre i Paesi Baschi e fa il salto a livello nazionale con La casa di carta, serie trasmessa su Antena 3 che verrà successivamente acquisita dalla piattaforma Netflix.Il 26 settembre 2017 è stata ospite del Basque Film Gala e dell'ETB alla 65ª edizione del Festival di San Sebastián. Itziar unisce il suo lavoro nel cinema, televisione e teatro con la sua altra passione, la musica, essendo cantante in tre gruppi: Dangiliske, EZ3 e Ingot.Nel luglio del 2019 partecipa alla nona edizione del Social World Film Festival di Vico Equense, la Mostra Internazionale del Cinema Sociale.Nel 2020 annuncia tramite il suo profilo Instagram di aver contratto il Coronavirus, dal quale è poi guarita.Altri progetti""";;
"Darko Peric,""Darko Perić (Kladovo, 25 marzo 1977) è un attore serbo noto principalmente per il ruolo di Helsinki nella serie televisiva La casa di carta.Nel 2004 si è trasferito a Barcellona, città che gli ha dato l'opportunità di lavorare nel cinema. Perić è stato scelto in una varietà di parti diverse che includono ruoli nella locale TV3, dove è stato scelto per il suo primo lavoro principale nella serie spagnola """"Crematorio"""" per Canal+ nel 2010. Dopo di ciò, continua a lavorare in Spagna in diverse produzioni, dalle serie tv ai lungometraggi. Nel 2015 recita in Perfect Day, diretto da Fernando León de Aranoa con Benicio del Toro, Tim Robbins e Olga Kurylenko.Nel 2016 è stato scelto per la serie spagnola di Atresmedia Mar de plástico, dove ha interpretato il ruolo di Oslo, un gangster ucraino antagonista principale della serie. Questo ruolo gli dà una maggiore visibilità nell'industria cinematografica spagnola. Nel 2017 Perić è stato scelto per interpretare il ruolo di Helsinki nella serie La casa di carta. Creata da Álex Pina, la serie è stata originariamente prodotta da Atresmedia fino al 2016, quando Netflix acquisisce i diritti per la distribuzione delle serie attraverso il loro servizio di streaming in tutto il mondo. Nell'estate 2019 Perić ha iniziato a girare la terza stagione de La casa di carta,  andata in onda nel settembre dello stesso anno.Altri progetti""";;
"Kiti Manvar,""María Isabel Ana Mantecón Vernalte, meglio nota come Kiti Mánver (reso graficamente come Kiti ManVER) (Antequera, 11 maggio 1953), è un'attrice spagnola.È apparsa in più di 100 film e spettacoli televisivi dal 1970 ed in particolare ha recitato nel film del 1973 Habla, mudita, che è stato presentato al Festival di Berlino 1973. Nel 2015 è arrivata sul palcoscenico di Londra per interpretare il ruolo principale in Las heridas del viento , un'opera teatrale di Juan Carlos Rubio, nell'ambito del III° Festival del Teatro Spagnolo di Londra. Nel 2017 recita nelle serie TV di Netflix La casa di carta, interpretando Mariví, madre dell'ispettrice Murillo e Le ragazze del centralino, interpretando Victoria. Altri progetti""";;
"Jaime Lorente,""Jaime Lorente López (Murcia, 12 dicembre 1991) è un attore spagnolo noto principalmente per il ruolo di Denver nella serie televisiva La casa di carta e quello di Nano nella serie tv Élite.Jaime Lorente López è un attore diplomato alla Scuola superiore di arte drammatica di Murcia. Oltre a dedicarsi all'interpretazione, il giovane pratica anche danza contemporanea e scherma, ma la sua passione è recitare. Inoltre, ha partecipato a numerose commedie come El público ed è anche andato in tournée in paesi americani grazie a La venganza de las mujeres nel 2013.Per quanto riguarda la televisione, la sua carriera da attore è iniziata nel 2016 con Antena 3, dove ha ottenuto un ruolo ne Il segreto, interpretando Elías Mato. Nel 2017 ha fatto parte del cast principale de La casa di carta, serie in cui interpreta Denver. Con questo ruolo ha raggiunto la fama mondiale, grazie alla trasmissione della serie in diversi paesi attraverso Netflix. Nel 2018 Netflix lo annuncia come membro del cast di Élite, dove interpreta Nano. Più breve, ma significativa, è la sua carriera cinematografica, avendo ricoperto ruoli in film come Tutti lo sanno e La sombra de la ley.Dal 2018 ha una relazione con l'attrice María Pedraza, che ha conosciuto sul set della serie televisiva La casa di carta.Altri progetti""";;
"Hovik Keuchkerian,""Hovik Keuchkerian Burgui (Beirut, 14 novembre 1972) è un ex pugile e attore spagnolo di origine armena.È un comico, scrittore e poeta. È noto per aver interpretato il ruolo di Bogotà nella terza e quarta stagione della serie televisiva spagnola La casa di carta, distribuita da Netflix.""";;
"Pedro Alonso,""Pedro Alonso, all'anagrafe Pedro González Alonso (Vigo, 21 giugno 1971) è un attore spagnolo.È noto per aver interpretato il ruolo di Andrés de Fonollosa, alias Berlino, nella serie televisiva La casa di carta.Si è diplomato alla Royal School of Dramatic Arts (RESAD) e ha studiato anche al Teatro de la Danza dove ha partecipato a diversi corsi specifici. Non è solo un attore ma anche un pittore: le sue opere sono firmate Pedro O’Choro, dal cognome della madre di suo padre, appunto O’Choro. Ha fatto parte di svariate compagnie teatrali tra le quali La Fura dels Baus e Teatro Clásico Nacional, ma ne ha anche formata una tutta sua, chiamandola Grupo Dom.È diventato un attore popolare in Spagna grazie ad alcuni show galiziani per i quali ha ricoperto svariati ruoli. Si è comunque esibito anche in serie televisive prodotte fuori dalla Galizia, come A las once en casa, Todos los hombres sois iguales, Condenadas a entenderse, Mediterráneo e Código fuego. Tra il 2017 e gli inizi del 2018 è apparso anche nella prima e unica stagione di Traición dove ha interpretato il ruolo di Roberto Fuentes. Il successo mondiale è arrivato però grazie alla serie televisiva targata Netflix La casa di carta, in cui ha interpretato il ruolo di Berlino (Andrès de Fonollosa).Pedro ha una figlia di nome Uriel, nata nel 1998 da una precedente relazione.Attualmente è fidanzato con Tatiana Djordjevic.Pedro negli ultimi due anni si è dedicato alla stesura di un libro """"Libro de Filipo"""".La storia narra le vicende di Filipo, un soldato romano in missione verso l'oriente per localizzare potenziali nemici che potrebbero ostacolare l'espansione dell'impero.All'interno possiamo trovare anche molte pitture dipinte a quattro mani insieme alla sua fidanzata Tatiana.Il libro uscirà in Spagna e in Argentina il 4 giugno 2020, mentre per gli altri paesi è prevista un'uscita scaglionata. In Italia sarà disponibile il 18 agosto 2020.Pedro ha ricevuto anche una nomination al Fotogramas de Plata, come miglior attore nel 2017 per La casa di carta.Nel 2018 ha vinto il premio come star internazionale dell'anno per GQ Turchia.Altri progetti""";;
"Enrique Arce,""Enrique Javier Arce Temple (Valencia, 8 ottobre 1972) è un attore spagnolo, noto per aver interpretato Arturo Román nella serie televisiva La casa di carta.Enrique Arce si iscrisse all'università per studiare legge, ma durante il quarto anno decise di passare alla recitazione. Ha vinto Ellos i Elles, un programma televisivo Valenciano su Canal Nou, e ha usato i 2 milioni di pesetas vinti per studiare all'Accademia americana di arti drammatiche. Ha poi proseguito la sua carriera in Spagna e al di fuori da essa.È stato sposato con l'attrice Cristina Peña. In seguito si è fidanzato con la nuotatrice olimpica Gemma Mengual.Altri progetti""";;
"Clara Alvarado,""Clara Alvarado (Navalmoral de la Mata, 2 luglio 1990) è un'attrice spagnola, principalmente nota per il ruolo di Ariadna Cascales nella serie televisiva La casa di carta.Da bambina come passatempo cominciò a studiare teatro a scuola";" sempre a scuola ha studiato anche musica e canto dall'età di otto anni, divenendo membro del coro """"Cum Iubilo"""" di Plasencia durante l'adolescenza. Si è trasferita a Madrid per studiare infermieristica, ma, quando era al terzo anno, gli è stato offerto di girare un cortometraggio, dopo di che ha deciso di studiare recitazione Ha terminato gli studi universitari in infermieristica, anche se non ha mai praticato la professione";" ha anche praticato atletica leggera (salto in alto e velocità) e ginnastica ritmica.Fondamentale per la sua carriera è stato il suo impegno per il musical Hercules nell'estate del 2015: diretto da Ricard Reguant, il musical è stato eseguito al Teatro romano di Mérida, con Pablo Abraira e Paco Arrojo. All'inizio del 2016 ha partecipato al progetto El Viaje de Hércules, ideato da Javier Pascual Soriano, in cui diversi artisti del mondo del teatro musicale collaborano a un album di solidarietà. Dodici saranno le canzoni che compongono l'album e dodici sono anche le organizzazioni a cui andranno i benefici ottenuti, così come dodici sono state le fatiche di Ercole. Nello stesso anno è stata candidata come migliore attrice rivelazione dell'anno ai premi del teatro musicale. Nel 2017 entra nel cast de La casa di carta, interpretando il ruolo di Ariadna Cascales. Nello stesso anno è protagonista del film Selfie di Víctor García León.Altri progetti"""
"Maria Pedraza,""Maria Pedraza (Madrid, 26 gennaio 1996) è un'attrice e ballerina spagnola.Inizia la sua carriera da attrice partecipando come protagonista al film Amar, diretto dal regista Esteban Crespo, che la scopre attraverso il suo profilo Instagram. Nel 2017 prende parte alla serie televisiva La casa di carta, serie prodotta da Netflix, interpretando Alison Parker. Nello stesso anno recita nella serie Si fueras tú, prodotta da RTVE. Nel 2018 prende parte alla serie TV Netflix Élite interpretando Marina Nunier Osuna, protagonista della prima stagione della serie. Nel 2019 ha interpretato l'avvocato Triana nella serie Netflix Toy Boy.Dal 2018 ha una relazione con l'attore Jaime Lorente, che ha conosciuto sul set della serie televisiva La casa di carta.Nelle versioni in italiano dei suoi film, María Pedraza è stata doppiata da:Altri progetti""";;